COMUNE,POPOLAZIONE 1/1/2019,SUPERFICIE 1/1/2019,COD_CAT,INDICE D (QUINTILI),INDICE P (QUINTILI),INDICE T (QUINTILI),INDICE DI SINTESI (QUINTILI)
Sorso,"14,775",67.01,C,D5,P3,T4,S5
Tempio Pausania,"13,902",210.82,L,D4,P3,T4,S3
Thiesi,"2,896",63.24,P,D2,P3,T1,S2
Tissi,"2,406",10.24,Q,,,,
Torralba,950,36.50,B,D1,P2,T4,S3
Trinità d'Agultu e Vignola,"2,251",134.00,C,D5,P5,T5,S5
Tula,"1,519",66.19,P,D3,P2,T2,S1
Uri,"2,944",56.81,Q,,,,
Usini,"4,338",30.74,P,D1,P1,T4,S1
Villanova Monteleone,"2,252",202.68,P,D2,P1,T5,S4
Valledoria,"4,345",25.95,C,D5,P3,T4,S5
Telti,"2,319",83.25,P,D2,P1,T4,S2
Badesi,"1,862",31.30,C,D5,P5,T5,S5
Viddalba,"1,672",50.41,P,D3,P1,T2,S1
Golfo Aranci,"2,480",37.43,C,D5,P5,T5,S5
Loiri Porto San Paolo,"3,524",118.52,C,D5,P5,T5,S5
Sant'Antonio di Gallura,"1,499",81.69,P,D4,P4,T4,S4
Tergu,612,36.88,C,D5,P1,T5,S4
Santa Maria Coghinas,"1,374",22.97,P,D5,P1,T4,S3
Erula,732,39.31,Q,,,,
Stintino,"1,616",59.04,C,D5,P5,T5,S5
Padru,"2,091",158.00,P,D4,P1,T4,S1
Budoni,"5,241",54.28,C,D5,P5,T5,S5
San Teodoro,"5,025",107.60,C,D5,P5,T5,S5
Aritzo,"1,261",75.58,H,D5,P2,T5,S5
Arzana,"2,356",162.49,P,D2,P1,T4,S1
Atzara,"1,105",35.92,Q,,,,
Austis,797,50.81,P,D3,P1,T1,S1
Bari Sardo,"3,974",37.43,C,D5,P5,T5,S5
Baunei,"3,589",211.90,C,D4,P4,T5,S5
Belvì,587,18.10,Q,,,,
Birori,533,17.33,Q,,,,
Bitti,"2,762",215.37,B,D3,P3,T5,S5
Bolotana,"2,546",108.43,P,D2,P2,T4,S4
Borore,"2,072",42.68,Q,,,,
Bortigali,"1,316",67.33,P,D1,P2,T1,S1
Desulo,"2,277",74.50,P,D2,P2,T2,S2
Dorgali,"8,556",226.53,G,D5,P5,T5,S5
Dualchi,606,23.41,Q,,,,
Elini,558,10.65,P,D2,P1,T2,S1
Fonni,"3,838",112.27,P,D3,P2,T2,S2
Gadoni,756,43.43,Q,,,,
Gairo,"1,389",77.49,L,D5,P2,T4,S4
Galtellì,"2,444",56.53,G,D3,P2,T4,S2
Gavoi,"2,608",38.06,E,D5,P2,T4,S3
Girasole,"1,324",13.16,C,D3,P3,T4,S3
Ilbono,"2,119",31.13,P,D3,P1,T1,S1
Irgoli,"2,292",75.30,P,D3,P1,T2,S1
Jerzu,"3,156",102.41,P,D2,P2,T2,S2
Lanusei,"5,299",53.17,C,D4,P2,T4,S4
Lei,492,19.11,Q,,,,
Loceri,"1,303",19.37,C,D3,P2,T4,S3
Loculi,514,38.15,Q,,,,
Lodè,"1,634",123.44,P,D2,P1,T4,S2
Lotzorai,"2,128",16.87,C,D5,P4,T5,S5
Lula,"1,360",148.71,P,D2,P1,T1,S1
Macomer,"9,936",122.76,P,D1,P4,T4,S4
Mamoiada,"2,498",48.83,B,D2,P3,T5,S4
Meana Sardo,"1,735",73.80,P,D2,P2,T4,S3
Noragugume,295,26.73,Q,,,,
Nuoro,"36,154",192.06,B,D3,P4,T4,S4
Oliena,"6,988",165.74,B,D4,P3,T5,S5
Ollolai,"1,269",27.24,P,D3,P2,T4,S2
Olzai,845,69.82,Q,,,,
Onanì,363,71.97,Q,,,,
Onifai,718,43.18,C,D2,P3,T2,S2
Oniferi,892,35.67,Q,,,,
Orani,"2,835",130.43,P,D1,P3,T1,S1
Orgosolo,"4,155",222.60,P,D3,P2,T4,S3
Orosei,"7,081",91.00,C,D5,P5,T5,S5
Orotelli,"1,991",61.18,Q,,,,
Ortueri,"1,123",38.83,P,D1,P1,T4,S1
Orune,"2,286",128.45,Q,,,,
Osidda,241,25.68,P,D3,P1,T5,S4
Osini,772,39.81,P,D3,P1,T5,S5
Ottana,"2,263",45.07,P,D1,P4,T2,S2
Ovodda,"1,603",40.85,P,D2,P1,T4,S1
Perdasdefogu,"1,837",77.74,P,D1,P1,T2,S1
Posada,"3,023",32.77,G,D5,P3,T5,S5
Sarule,"1,675",52.71,P,D2,P1,T4,S1
Silanus,"2,084",47.93,P,D1,P1,T2,S1
Sindia,"1,693",58.57,P,D2,P1,T4,S1
Siniscola,"11,444",196.41,C,D5,P2,T4,S4
Sorgono,"1,621",56.05,P,D3,P3,T4,S2
Talana,994,118.67,P,D2,P2,T4,S2
Tertenia,"3,919",117.65,P,D4,P1,T4,S2
Teti,667,43.80,B,D4,P3,T5,S5
Tiana,474,19.32,P,D3,P2,T4,S2
Tonara,"1,968",52.01,P,D4,P2,T2,S2
Torpè,"2,840",91.50,P,D3,P1,T4,S2
Tortolì,"11,051",40.29,C,D5,P5,T5,S5
Triei,"1,106",32.98,C,D3,P3,T4,S3
Ulassai,"1,432",122.41,E,D3,P3,T4,S4
Urzulei,"1,196",129.63,P,D3,P2,T4,S3
Ussassai,532,47.32,P,D1,P2,T4,S3
Villagrande Strisaili,"3,124",210.35,E,D4,P2,T4,S2
Cardedu,"1,944",33.39,C,D5,P5,T5,S5
Lodine,332,7.70,P,D3,P1,T4,S1
Assemini,"26,638",118.17,P,D3,P4,T2,S3
Cagliari,"154,267",84.58,G,D5,P5,T4,S5
Capoterra,"23,465",68.49,C,D3,P4,T4,S3
Decimomannu,"8,283",27.72,P,D1,P2,T4,S2
Maracalagonis,"8,015",101.37,C,D5,P4,T4,S4
Pula,"7,320",138.92,G,D5,P5,T5,S5
Quartu Sant'Elena,"70,531",96.41,C,D4,P4,T4,S4
Sarroch,"5,266",67.83,C,D2,P4,T1,S2
Selargius,"28,463",26.69,P,D3,P4,T2,S3
Sestu,"21,016",48.29,P,D1,P4,T4,S3
Settimo San Pietro,"6,810",23.29,P,D1,P1,T2,S1
Sinnai,"17,647",223.91,P,D3,P1,T4,S2
Uta,"8,726",134.71,P,D1,P2,T1,S1
Villa San Pietro,"2,150",39.89,P,D2,P2,T5,S5
Quartucciu,"13,175",27.93,P,D2,P2,T4,S3
Elmas,"9,547",14.05,P,D2,P3,T1,S2
Monserrato,"19,719",6.42,P,D2,P3,T5,S4
Andreis,250,26.95,B,D4,P1,T5,S5
Arba,"1,306",15.31,P,D2,P2,T4,S3
Aviano,"9,189",113.35,P,D5,P4,T4,S4
Azzano Decimo,"15,731",51.34,P,D2,P3,T2,S2
Barcis,244,103.41,B,D5,P5,T5,S5
Brugnera,"9,333",29.12,P,D3,P4,T1,S3
Budoia,"2,551",37.36,P,D2,P3,T4,S3
Caneva,"6,323",41.79,P,D2,P3,T2,S2
Casarsa della Delizia,"8,390",20.47,P,D2,P5,T4,S4
Castelnovo del Friuli,861,22.48,Q,,,,
Cavasso Nuovo,"1,534",10.60,Q,,,,
Chions,"5,188",33.45,P,D1,P4,T4,S3
Cimolais,357,100.85,H,D5,P1,T4,S3
Claut,912,165.90,H,D4,P3,T4,S4
Clauzetto,383,28.31,P,D4,P1,T5,S4
Cordenons,"18,201",56.34,P,D1,P4,T2,S3
Cordovado,"2,733",12.02,P,D1,P4,T2,S3
Erto e Casso,372,52.42,P,D5,P1,T5,S5
Fanna,"1,565",10.26,P,D3,P3,T4,S3
Fiume Veneto,"11,746",35.76,P,D2,P3,T2,S2
Fontanafredda,"12,642",46.40,P,D2,P4,T1,S3
Frisanco,601,60.99,P,D4,P1,T5,S5
Maniago,"11,818",69.46,P,D2,P4,T1,S2
Meduno,"1,537",31.59,P,D3,P3,T1,S1
Montereale Valcellina,"4,333",67.88,P,D2,P2,T2,S1
Morsano al Tagliamento,"2,746",32.53,Q,,,,
Pasiano di Pordenone,"7,774",45.59,P,D3,P4,T1,S3
Pinzano al Tagliamento,"1,514",21.95,P,D2,P1,T4,S2
Polcenigo,"3,147",49.69,B,D3,P5,T4,S4
Porcia,"15,200",29.53,P,D1,P5,T1,S3
Pordenone,"51,367",38.21,B,D4,P5,T4,S4
Prata di Pordenone,"8,428",22.96,P,D2,P5,T2,S3
Pravisdomini,"3,513",16.21,Q,,,,
Roveredo in Piano,"5,988",15.86,P,D1,P3,T4,S2
Sacile,"19,931",32.74,P,D3,P5,T2,S3
San Giorgio della Richinvelda,"4,638",48.15,P,D1,P1,T2,S1
San Martino al Tagliamento,"1,444",17.98,Q,,,,
San Quirino,"4,285",51.76,P,D1,P2,T1,S1
San Vito al Tagliamento,"15,123",60.88,B,D3,P4,T2,S3
Sequals,"2,218",27.70,P,D3,P4,T1,S2
Sesto al Reghena,"6,403",40.67,B,D2,P4,T1,S3
Spilimbergo,"12,121",71.88,P,D3,P4,T4,S3
Tramonti di Sopra,290,125.14,Q,,,,
Tramonti di Sotto,361,85.55,P,D5,P1,T5,S5
Travesio,"1,775",28.38,P,D2,P1,T1,S1
Vito d'Asio,721,53.71,P,D3,P2,T2,S1
Vivaro,"1,324",37.68,P,D4,P4,T4,S4
Zoppola,"8,517",45.53,P,D2,P4,T2,S3
Vajont,"1,676",1.59,P,D4,P4,T2,S3
Valvasone Arzene,"3,929",29.67,P,D2,P3,T4,S3
Acquaviva d'Isernia,402,13.51,Q,,,,
Agnone,"4,897",96.85,P,D3,P2,T4,S4
Bagnoli del Trigno,691,36.80,E,D4,P5,T1,S4
Belmonte del Sannio,708,20.32,Q,,,,
Cantalupo nel Sannio,745,15.64,Q,,,,
Capracotta,864,42.54,E,D5,P1,T4,S2
Carovilli,"1,312",41.56,Q,,,,
Carpinone,"1,100",32.43,Q,,,,
Castel del Giudice,312,14.81,E,D3,P5,T1,S3
Castelpetroso,"1,618",22.71,E,D4,P4,T4,S4
Castelpizzuto,159,15.39,Q,,,,
Castel San Vincenzo,485,21.98,Q,,,,
Castelverrino,102,6.20,Q,,,,
Cerro al Volturno,"1,240",23.79,Q,,,,
Chiauci,213,15.85,Q,,,,
Civitanova del Sannio,920,50.47,Q,,,,
Colli a Volturno,"1,324",25.25,Q,,,,
Conca Casale,179,14.43,Q,,,,
Filignano,626,30.88,Q,,,,
Forlì del Sannio,673,32.56,Q,,,,
Fornelli,"1,883",23.17,Q,,,,
Frosolone,"3,084",49.89,Q,,,,
Isernia,"21,749",69.15,P,D4,P3,T4,S3
Longano,675,27.37,Q,,,,
Macchia d'Isernia,"1,093",17.71,Q,,,,
Macchiagodena,"1,799",34.35,Q,,,,
Miranda,"1,011",22.15,Q,,,,
Montaquila,"2,332",25.45,Q,,,,
Montenero Val Cocchiara,513,22.02,Q,,,,
Monteroduni,"2,118",37.21,Q,,,,
Pesche,"1,641",12.96,P,D3,P2,T4,S3
Pescolanciano,843,34.73,Q,,,,
Pescopennataro,253,18.83,Q,,,,
Pettoranello del Molise,441,15.58,Q,,,,
Pietrabbondante,707,27.44,B,D1,P4,T5,S5
Pizzone,305,33.48,Q,,,,
Poggio Sannita,625,25.74,Q,,,,
Pozzilli,"2,297",34.66,P,D4,P5,T1,S4
Rionero Sannitico,"1,095",29.21,Q,,,,
Roccamandolfi,923,53.66,Q,,,,
Roccasicura,520,28.60,P,D3,P1,T4,S2
Rocchetta a Volturno,"1,082",23.34,Q,,,,
San Pietro Avellana,484,44.95,Q,,,,
Sant'Agapito,"1,443",15.93,Q,,,,
Santa Maria del Molise,705,17.20,P,D1,P1,T5,S1
Sant'Angelo del Pesco,359,15.59,Q,,,,
Sant'Elena Sannita,298,14.08,Q,,,,
Scapoli,663,18.94,Q,,,,
Sessano del Molise,717,25.32,Q,,,,
Sesto Campano,"2,254",35.32,Q,,,,
Vastogirardi,679,60.70,P,D3,P1,T4,S2
Venafro,"11,218",46.45,P,D3,P3,T4,S2
Abbasanta,"2,678",39.85,B,D3,P3,T4,S3
Aidomaggiore,431,41.21,Q,,,,
Albagiara,248,8.87,Q,,,,
Ales,"1,384",22.45,P,D2,P1,T4,S2
Allai,364,27.36,Q,,,,
Arborea,"3,872",94.79,C,D5,P4,T4,S5
Ardauli,845,20.53,Q,,,,
Assolo,371,16.37,Q,,,,
Asuni,328,21.34,Q,,,,
Baradili,82,5.57,Q,,,,
Baratili San Pietro,"1,280",6.10,P,D2,P1,T2,S1
Baressa,618,12.51,P,D2,P2,T2,S2
Bauladu,669,24.22,P,D3,P1,T1,S1
Bidonì,138,11.72,Q,,,,
Bonarcado,"1,568",28.41,P,D2,P2,T5,S4
Boroneddu,158,4.59,Q,,,,
Busachi,"1,256",59.03,P,D1,P2,T2,S2
Cabras,"9,152",102.25,G,D5,P3,T5,S5
Cuglieri,"2,581",120.60,C,D5,P5,T5,S5
Fordongianus,867,39.48,B,D5,P5,T5,S5
Ghilarza,"4,434",55.46,P,D1,P3,T5,S4
Gonnoscodina,460,8.82,Q,,,,
Gonnosnò,740,15.46,Q,,,,
Gonnostramatza,866,17.64,P,D3,P1,T5,S5
Marrubiu,"4,771",61.23,P,D2,P2,T4,S2
Masullas,"1,046",18.68,P,D1,P2,T5,S5
Milis,"1,494",18.67,P,D2,P1,T1,S1
Mogorella,442,17.06,Q,,,,
Mogoro,"4,091",48.99,P,D1,P1,T4,S1
Morgongiori,696,45.20,Q,,,,
Narbolia,"1,770",40.50,C,D5,P5,T4,S5
Neoneli,645,48.01,Q,,,,
Norbello,"1,272",26.18,P,D4,P1,T4,S3
Nughedu Santa Vittoria,469,28.57,P,D1,P1,T1,S1
Nurachi,"1,760",15.97,P,D3,P1,T4,S1
Nureci,347,12.87,P,D3,P1,T2,S1
Ollastra,"1,197",21.47,Q,,,,
Oristano,"31,709",84.57,G,D4,P4,T4,S4
Palmas Arborea,"1,530",39.33,Q,,,,
Pau,295,13.82,Q,,,,
Paulilatino,"2,189",103.85,B,D2,P3,T5,S5
Pompu,249,5.32,Q,,,,
Riola Sardo,"2,116",48.11,C,D4,P2,T5,S4
Ruinas,664,30.46,Q,,,,
Samugheo,"2,961",81.28,P,D2,P1,T1,S1
San Nicolò d'Arcidano,"2,596",28.36,P,D1,P1,T1,S1
Santa Giusta,"4,795",69.22,P,D1,P1,T4,S1
Villa Sant'Antonio,347,19.05,Q,,,,
Santu Lussurgiu,"2,340",99.80,P,D3,P3,T2,S2
San Vero Milis,"2,459",72.47,C,D4,P3,T5,S5
Scano di Montiferro,"1,482",60.47,P,D1,P1,T2,S1
Sedilo,"2,065",68.45,P,D1,P2,T4,S2
Seneghe,"1,744",57.85,Q,,,,
Senis,443,16.06,Q,,,,
Sennariolo,180,15.61,C,D5,P1,T5,S5
Siamaggiore,907,13.17,P,D3,P1,T2,S1
Siamanna,797,28.36,Q,,,,
Simala,311,13.38,Q,,,,
Simaxis,"2,204",27.82,P,D2,P1,T2,S1
Sini,501,8.75,P,D2,P1,T4,S2
Siris,228,6.00,Q,,,,
Solarussa,"2,370",31.86,P,D2,P2,T4,S2
Sorradile,360,26.34,Q,,,,
Tadasuni,142,5.09,Q,,,,
Terralba,"10,151",49.97,P,D1,P2,T4,S2
Tramatza,964,16.80,P,D3,P3,T4,S2
Tresnuraghes,"1,117",31.58,C,D4,P3,T4,S4
Ulà Tirso,515,18.85,Q,,,,
Uras,"2,805",39.24,P,D1,P2,T2,S1
Usellus,752,35.07,Q,,,,
Villanova Truschedu,304,16.61,Q,,,,
Villaurbana,"1,599",58.70,Q,,,,
Villa Verde,309,17.65,Q,,,,
Zeddiani,"1,164",11.81,P,D2,P1,T4,S2
Zerfaliu,"1,052",15.56,P,D2,P1,T4,S1
Siapiccia,348,17.93,Q,,,,
Curcuris,298,7.18,P,D1,P1,T4,S1
Soddì,120,5.24,Q,,,,
Bosa,"7,852",128.02,G,D5,P4,T5,S5
Flussio,436,6.87,Q,,,,
Laconi,"1,802",124.75,P,D2,P2,T5,S5
Magomadas,639,9.02,C,D4,P2,T5,S5
Modolo,156,2.47,P,D4,P1,T5,S2
Montresta,459,31.16,Q,,,,
Sagama,198,11.72,P,D4,P1,T5,S3
Suni,"1,052",47.46,P,D3,P1,T5,S5
Tinnura,241,3.85,Q,,,,
Ailoche,327,10.78,Q,,,,
Andorno Micca,"3,175",11.89,P,D2,P1,T1,S1
Benna,"1,172",9.39,P,D1,P2,T1,S1
Biella,"43,987",46.69,B,D4,P5,T4,S4
Bioglio,886,18.85,P,D3,P1,T5,S3
Borriana,875,5.35,P,D1,P1,T1,S1
Brusnengo,"2,019",10.45,P,D1,P2,T2,S1
Callabiana,133,6.56,E,D4,P2,T1,S1
Camandona,348,9.20,P,D1,P1,T1,S1
Camburzano,"1,154",3.80,P,D1,P1,T1,S1
Candelo,"7,521",15.12,B,D2,P4,T4,S3
Caprile,190,11.60,Q,,,,
Casapinta,419,2.86,Q,,,,
Castelletto Cervo,820,14.90,Q,,,,
Cavaglià,"3,626",25.62,D,D3,P5,T4,S4
Cerrione,"2,881",27.99,P,D2,P2,T1,S1
Coggiola,"1,801",23.78,P,D2,P1,T4,S2
Cossato,"14,534",27.73,P,D1,P4,T1,S2
Crevacuore,"1,498",8.60,P,D1,P4,T2,S3
Curino,481,21.65,Q,,,,
Donato,720,12.07,P,D4,P1,T5,S4
Dorzano,531,4.74,P,D2,P1,T1,S1
Gaglianico,"3,738",4.50,P,D1,P4,T2,S3
Gifflenga,113,2.26,Q,,,,
Graglia,"1,514",20.14,P,D4,P1,T4,S2
Magnano,394,10.56,D,D4,P2,T5,S5
Massazza,557,11.61,P,D3,P2,T1,S1
Masserano,"2,094",27.07,P,D1,P2,T1,S1
Mezzana Mortigliengo,501,4.31,Q,,,,
Miagliano,571,0.67,P,D1,P3,T1,S2
Mongrando,"3,794",16.50,P,D1,P2,T1,S1
Mottalciata,"1,354",18.39,P,D1,P4,T4,S3
Muzzano,601,6.10,P,D5,P3,T2,S3
Netro,972,12.57,P,D3,P2,T4,S2
Occhieppo Inferiore,"3,902",4.06,Q,,,,
Occhieppo Superiore,"2,691",5.15,P,D1,P2,T2,S1
Pettinengo,"1,520",15.30,P,D3,P1,T4,S3
Piatto,504,3.59,P,D4,P2,T4,S3
Piedicavallo,178,17.75,E,D3,P2,T5,S4
Pollone,"2,112",16.22,E,D3,P3,T1,S2
Ponderano,"3,784",7.05,Q,,,,
Portula,"1,192",11.31,P,D2,P3,T1,S1
Pralungo,"2,370",7.25,P,D1,P1,T2,S1
Pray,"2,113",9.18,Q,,,,
Ronco Biellese,"1,509",3.85,Q,,,,
Roppolo,880,8.65,D,D3,P2,T4,S3
Rosazza,91,9.02,E,D4,P1,T5,S5
Sagliano Micca,"1,605",14.61,P,D2,P1,T4,S2
Sala Biellese,592,8.03,E,D5,P1,T4,S3
Salussola,"1,924",38.52,D,D1,P5,T1,S4
Sandigliano,"2,669",10.22,P,D4,P4,T2,S4
Sordevolo,"1,342",13.74,E,D3,P2,T4,S3
Sostegno,769,18.07,P,D1,P3,T1,S1
Strona,"1,070",3.72,Q,,,,
Tavigliano,927,11.24,P,D2,P3,T5,S4
Ternengo,280,1.98,Q,,,,
Tollegno,"2,447",3.31,P,D1,P3,T1,S1
Torrazzo,204,5.77,E,D5,P1,T4,S4
Valdengo,"2,461",7.68,P,D1,P2,T1,S1
Vallanzengo,216,4.67,Q,,,,
Valle San Nicolao,951,13.26,Q,,,,
Veglio,477,6.41,E,D3,P4,T4,S3
Verrone,"1,247",8.59,Q,,,,
Vigliano Biellese,"7,666",8.40,P,D1,P3,T2,S2
Villa del Bosco,335,3.70,Q,,,,
Villanova Biellese,185,7.87,P,D3,P1,T5,S4
Viverone,"1,411",12.26,D,D5,P4,T5,S5
Zimone,399,2.95,P,D2,P1,T5,S3
Zubiena,"1,148",12.47,P,D2,P3,T2,S2
Zumaglia,"1,021",2.61,Q,,,,
Lessona,"2,724",12.77,P,D2,P4,T2,S3
Campiglia Cervo,502,28.21,E,D4,P1,T5,S3
Quaregna Cerreto,"2,041",8.42,Q,,,,
Valdilana,"10,825",61.14,P,D2,P2,T1,S1
Abbadia Lariana,"3,205",16.67,D,D5,P2,T4,S4
Airuno,"2,856",4.29,P,D2,P5,T1,S3
Annone di Brianza,"2,303",5.98,P,D1,P3,T2,S2
Ballabio,"4,049",15.04,P,D4,P2,T2,S2
Barzago,"2,399",3.56,P,D1,P3,T1,S2
Barzanò,"5,081",3.62,P,D4,P5,T4,S4
Barzio,"1,306",21.35,E,D5,P2,T5,S5
Bellano,"3,185",10.23,L,D4,P4,T4,S4
Bosisio Parini,"3,407",5.82,D,D3,P5,T1,S3
Brivio,"4,594",7.95,P,D1,P1,T1,S1
Bulciago,"2,932",3.12,Q,,,,
Calco,"5,413",4.59,P,D1,P3,T2,S2
Calolziocorte,"13,867",9.10,P,D2,P4,T1,S2
Carenno,"1,452",7.79,E,D3,P2,T4,S2
Casargo,829,19.71,E,D5,P2,T4,S4
Casatenovo,"13,111",12.66,P,D1,P1,T4,S1
Cassago Brianza,"4,370",3.55,P,D3,P5,T1,S4
Cassina Valsassina,515,2.72,Q,,,,
Castello di Brianza,"2,598",3.59,Q,,,,
Cernusco Lombardone,"3,869",3.74,P,D2,P4,T4,S3
Cesana Brianza,"2,379",3.70,Q,,,,
Civate,"3,801",9.27,D,D5,P2,T5,S5
Colico,"7,921",35.06,D,D5,P4,T4,S4
Colle Brianza,"1,740",8.32,P,D1,P3,T4,S2
Cortenova,"1,167",11.77,P,D5,P2,T2,S4
Costa Masnaga,"4,782",5.62,P,D1,P4,T2,S3
Crandola Valsassina,257,8.81,E,D4,P3,T5,S5
Cremella,"1,711",1.89,P,D3,P4,T4,S3
Cremeno,"1,627",13.18,P,D2,P2,T4,S2
Dervio,"2,592",11.70,D,D5,P3,T4,S4
Dolzago,"2,549",2.26,Q,,,,
Dorio,316,11.66,D,D5,P4,T5,S5
Ello,"1,219",2.42,Q,,,,
Erve,704,6.20,Q,,,,
Esino Lario,766,18.05,L,D4,P1,T4,S2
Galbiate,"8,513",15.64,P,D2,P4,T1,S2
Garbagnate Monastero,"2,521",3.50,D,D4,P5,T2,S4
Garlate,"2,722",3.30,D,D4,P5,T4,S4
Imbersago,"2,485",3.14,Q,,,,
Introbio,"1,993",26.03,P,D4,P2,T4,S3
Lecco,"48,333",45.13,L,D4,P4,T4,S4
Lierna,"2,115",11.24,D,D3,P3,T2,S2
Lomagna,"5,068",3.91,P,D1,P3,T1,S1
Malgrate,"4,373",1.90,D,D5,P5,T4,S5
Mandello del Lario,"10,256",43.33,D,D4,P3,T2,S3
Margno,367,3.59,E,D3,P2,T5,S4
Merate,"14,891",11.06,P,D3,P4,T4,S4
Missaglia,"8,712",11.52,P,D1,P2,T1,S1
Moggio,491,13.43,E,D3,P3,T5,S5
Molteno,"3,593",3.12,P,D1,P2,T1,S1
Monte Marenzo,"1,888",3.06,Q,,,,
Montevecchia,"2,699",5.80,P,D2,P5,T5,S5
Monticello Brianza,"4,174",4.61,P,D1,P3,T1,S1
Morterone,33,13.71,Q,,,,
Nibionno,"3,702",3.51,P,D3,P4,T4,S3
Oggiono,"9,152",7.96,D,D4,P2,T2,S2
Olgiate Molgora,"6,509",7.09,P,D1,P3,T2,S2
Olginate,"7,039",8.00,Q,,,,
Oliveto Lario,"1,219",15.70,D,D5,P2,T5,S5
Osnago,"4,750",4.49,Q,,,,
Paderno d'Adda,"3,805",3.56,Q,,,,
Pagnona,351,9.20,Q,,,,
Parlasco,134,3.00,E,D4,P1,T1,S1
Pasturo,"1,986",21.78,P,D3,P2,T1,S1
Perledo,914,13.68,D,D5,P4,T5,S5
Pescate,"2,221",2.10,D,D4,P5,T4,S4
Premana,"2,229",33.64,P,D1,P2,T1,S1
Primaluna,"2,263",22.43,P,D2,P3,T1,S2
Robbiate,"6,386",4.70,P,D1,P2,T2,S1
Rogeno,"3,127",4.82,Q,,,,
Santa Maria Hoè,"2,169",2.83,Q,,,,
Sirone,"2,309",3.21,P,D1,P1,T1,S1
Sirtori,"2,824",4.29,P,D1,P2,T4,S3
Sueglio,162,4.11,L,D4,P4,T5,S5
Suello,"1,760",2.63,P,D1,P2,T1,S1
Taceno,534,3.75,Q,,,,
Valgreghentino,"3,428",6.25,P,D1,P3,T1,S2
Valmadrera,"11,491",12.60,D,D2,P4,T1,S3
Varenna,729,12.57,L,D5,P5,T5,S5
Vendrogno,296,11.80,Q,,,,
Vercurago,"2,821",2.12,P,D2,P3,T2,S2
Viganò,"2,089",1.60,P,D1,P3,T2,S2
Verderio,"5,619",6.47,Q,,,,
La Valletta Brianza,"4,716",8.78,P,D1,P2,T2,S2
Valvarrone,547,14.92,D,D4,P1,T4,S3
Abbadia Cerreto,277,6.20,Q,,,,
Bertonico,"1,118",20.83,P,D1,P1,T5,S4
Boffalora d'Adda,"1,770",8.13,Q,,,,
Borghetto Lodigiano,"4,311",23.64,P,D1,P1,T2,S1
Borgo San Giovanni,"2,437",7.50,Q,,,,
Brembio,"2,720",17.08,Q,,,,
Casaletto Lodigiano,"2,930",9.75,Q,,,,
Casalmaiocco,"3,145",4.71,Q,,,,
Casalpusterlengo,"15,293",25.61,P,D2,P3,T4,S3
Caselle Landi,"1,546",26.00,P,D1,P2,T4,S2
Caselle Lurani,"2,984",7.68,Q,,,,
Castelnuovo Bocca d'Adda,"1,603",20.32,P,D1,P4,T4,S3
Castiglione d'Adda,"4,646",12.98,Q,,,,
Castiraga Vidardo,"2,873",5.04,Q,,,,
Cavenago d'Adda,"2,164",16.10,Q,,,,
Cervignano d'Adda,"2,189",4.07,P,D2,P3,T1,S1
Codogno,"15,991",20.87,P,D2,P4,T2,S3
Comazzo,"2,344",12.80,Q,,,,
Cornegliano Laudense,"2,913",5.70,P,D4,P4,T4,S4
Corno Giovine,"1,129",9.94,Q,,,,
Cornovecchio,213,6.53,Q,,,,
Corte Palasio,"1,516",15.68,P,D2,P3,T4,S3
Crespiatica,"2,298",7.03,Q,,,,
Fombio,"2,317",7.40,P,D1,P4,T1,S2
Galgagnano,"1,283",6.01,Q,,,,
Graffignana,"2,626",10.92,P,D2,P3,T4,S3
Guardamiglio,"2,662",10.44,P,D4,P5,T1,S4
Livraga,"2,530",12.37,Q,,,,
Lodi,"45,872",41.38,P,D3,P4,T4,S4
Lodi Vecchio,"7,609",16.45,Q,,,,
Maccastorna,66,5.75,Q,,,,
Mairago,"1,385",11.25,Q,,,,
Maleo,"3,098",19.83,P,D1,P2,T2,S2
Marudo,"1,718",4.20,Q,,,,
Massalengo,"4,550",8.48,Q,,,,
Meleti,452,7.39,Q,,,,
Merlino,"1,729",10.73,Q,,,,
Montanaso Lombardo,"2,264",9.52,Q,,,,
Mulazzano,"5,798",15.58,P,D1,P1,T1,S1
Orio Litta,"2,027",9.78,Q,,,,
Ospedaletto Lodigiano,"1,706",8.50,P,D5,P5,T1,S4
Ossago Lodigiano,"1,433",11.53,P,D1,P4,T4,S3
Pieve Fissiraga,"1,769",12.27,P,D1,P4,T4,S3
Salerano sul Lambro,"2,644",4.37,Q,,,,
San Fiorano,"1,839",8.97,Q,,,,
San Martino in Strada,"3,755",13.15,P,D4,P5,T1,S4
San Rocco al Porto,"3,428",30.56,Q,,,,
Sant'Angelo Lodigiano,"13,245",20.05,P,D1,P4,T2,S3
Santo Stefano Lodigiano,"1,910",10.53,P,D1,P3,T4,S3
Secugnago,"1,956",6.75,Q,,,,
Senna Lodigiana,"1,846",27.02,Q,,,,
Somaglia,"3,836",20.82,P,D1,P4,T4,S3
Sordio,"3,429",2.82,P,D2,P5,T4,S4
Tavazzano con Villavesco,"6,034",16.07,P,D3,P4,T5,S4
Terranova dei Passerini,927,11.26,Q,,,,
Turano Lodigiano,"1,543",16.38,P,D1,P3,T2,S2
Valera Fratta,"1,708",8.01,P,D2,P1,T2,S1
